,code,name,lot_size,stock_type,stock_child_type,owner_stock_code,listing_date
0,HK.01350,香港资源一八零一.C,4000,WARRANT,N/A,HK.02882,2013-02-01
1,HK.01437,美丽华酒店一八.C,1000,WARRANT,N/A,HK.00071,2015-07-21
2,HK.01482,.C,20000,WARRANT,N/A,,2017-02-15
3,HK.01487,标准资源一八零五.C,25000,WARRANT,N/A,,2017-05-12
4,HK.01537,新沣集团一九零七.C,10000,WARRANT,N/A,HK.01223,2016-07-07
5,HK.01562,赛伯乐一七零七.C,4000,WARRANT,N/A,HK.01020,2016-01-14
6,HK.01677,中国再生能源一八.C,2000,WARRANT,N/A,,2017-05-22
7,HK.10412,日经瑞银七六购A.C,10000,WARRANT,CALL,,2016-08-05
8,HK.10418,日经法兴七六购A.C,10000,WARRANT,CALL,,2016-10-21
9,HK.10419,日经法兴七九购A.C,10000,WARRANT,CALL,,2016-10-21
10,HK.10420,日经法兴七六沽B.P,10000,WARRANT,PUT,,2016-10-21
11,HK.10421,英美法巴七六购A.C,10000,WARRANT,CALL,,2016-10-24
12,HK.10422,日经法兴七九购B.C,10000,WARRANT,CALL,,2016-11-29
13,HK.10423,日经法兴七乙购A.C,10000,WARRANT,CALL,,2016-11-29
14,HK.10424,日经法兴七九购C.C,10000,WARRANT,CALL,,2016-11-29
15,HK.10425,日经法兴七乙购B.C,10000,WARRANT,CALL,,2016-11-29
16,HK.10426,日经法兴七乙沽C.P,10000,WARRANT,PUT,,2016-11-29
17,HK.10427,日经法兴七九沽D.P,10000,WARRANT,PUT,,2016-11-29
18,HK.10428,美日法巴七六购A.C,10000,WARRANT,CALL,HK.100701,2016-11-30
19,HK.10429,美日法巴七六沽B.P,10000,WARRANT,PUT,HK.100701,2016-11-30
20,HK.10430,欧美法巴七六购A.C,10000,WARRANT,CALL,HK.100702,2016-12-06
21,HK.10431,黄金法巴七乙购A.C,10000,WARRANT,CALL,HK.100000,2016-12-06
22,HK.10432,黄金法巴七乙沽B.P,10000,WARRANT,PUT,HK.100000,2016-12-06
23,HK.10433,日经摩通七十购A.C,10000,WARRANT,CALL,,2016-12-06
24,HK.10434,日经摩通七甲沽A.P,10000,WARRANT,PUT,,2016-12-06
25,HK.10435,日经瑞银七九购A.C,10000,WARRANT,CALL,,2016-12-21
26,HK.10436,日经瑞银七九购B.C,10000,WARRANT,CALL,,2016-12-21
27,HK.10437,日经瑞银七乙购A.C,10000,WARRANT,CALL,,2016-12-21
28,HK.10438,日经瑞银七九购C.C,10000,WARRANT,CALL,,2016-12-21
29,HK.10439,日经瑞银七乙沽B.P,10000,WARRANT,PUT,,2016-12-21
30,HK.10440,日经瑞银七九沽D.P,10000,WARRANT,PUT,,2016-12-21
31,HK.10441,日经瑞银七九沽E.P,10000,WARRANT,PUT,,2016-12-21
32,HK.10442,黄金法巴七九购A.C,10000,WARRANT,CALL,HK.100000,2016-12-23
33,HK.10443,黄金法巴七九沽B.P,10000,WARRANT,PUT,HK.100000,2016-12-23
34,HK.10444,美日法巴七九购A.C,10000,WARRANT,CALL,HK.100701,2016-12-23
35,HK.10445,美日法巴七九沽B.P,10000,WARRANT,PUT,HK.100701,2016-12-23
36,HK.10446,欧美法巴七六沽B.P,10000,WARRANT,PUT,HK.100702,2016-12-23
37,HK.10447,英美法巴七九沽A.P,10000,WARRANT,PUT,,2016-12-23
38,HK.10448,日经摩通七九购A.C,10000,WARRANT,CALL,,2017-01-20
39,HK.10449,日经摩通七九沽B.P,10000,WARRANT,PUT,,2017-01-20
40,HK.10450,日经摩通七乙购A.C,10000,WARRANT,CALL,,2017-01-20
41,HK.10451,日经摩通七乙沽B.P,10000,WARRANT,PUT,,2017-01-20
42,HK.10452,澳美法巴七乙购A.C,10000,WARRANT,CALL,HK.100703,2017-02-14
43,HK.10453,澳美法巴七乙沽B.P,10000,WARRANT,PUT,HK.100703,2017-02-14
44,HK.10454,英美法巴七乙购A.C,10000,WARRANT,CALL,,2017-03-01
45,HK.10455,欧美法巴七乙购A.C,10000,WARRANT,CALL,HK.100702,2017-03-01
46,HK.10456,欧美法巴七乙沽B.P,10000,WARRANT,PUT,HK.100702,2017-03-01
47,HK.10457,期油法巴八五购A.C,10000,WARRANT,CALL,HK.100100,2017-03-01
48,HK.10458,期油法巴八五沽B.P,10000,WARRANT,PUT,HK.100100,2017-03-01
49,HK.10459,美人法巴七乙购A.C,10000,WARRANT,CALL,,2017-05-11
50,HK.10460,美人法巴七乙沽B.P,10000,WARRANT,PUT,,2017-05-11
51,HK.10461,美人法巴八三购A.C,10000,WARRANT,CALL,,2017-05-11
52,HK.10462,美人法巴八三沽B.P,10000,WARRANT,PUT,,2017-05-11
53,HK.10463,美加法巴七乙购A.C,10000,WARRANT,CALL,,2017-05-11
54,HK.10464,美加法巴七乙沽B.P,10000,WARRANT,PUT,,2017-05-11
55,HK.10465,美日法巴八三购A.C,10000,WARRANT,CALL,HK.100701,2017-06-13
56,HK.10466,美日法巴八三沽B.P,10000,WARRANT,PUT,HK.100701,2017-06-13
57,HK.11003,腾讯中银七六购B.C,10000,WARRANT,CALL,HK.00700,2016-06-22
58,HK.11007,腾讯中银七七购A.C,10000,WARRANT,CALL,HK.00700,2016-06-22
59,HK.11017,中寿高盛七七购A.C,10000,WARRANT,CALL,HK.02628,2016-06-22
60,HK.11021,港交法巴七六沽C.P,10000,WARRANT,PUT,HK.00388,2016-06-22
61,HK.11027,腾讯法兴七八购A.C,10000,WARRANT,CALL,HK.00700,2016-06-22
62,HK.11039,招行高盛七六购A.C,5000,WARRANT,CALL,HK.03968,2016-06-23
63,HK.11041,神华高盛七九购A.C,5000,WARRANT,CALL,HK.01088,2016-06-23
64,HK.11042,港交麦银七十购F.C,1000,WARRANT,CALL,HK.00388,2017-03-14
65,HK.11044,港交海通九三沽A.P,10000,WARRANT,PUT,HK.00388,2017-03-14
66,HK.11045,上电海通八二购A.C,2000,WARRANT,CALL,HK.02727,2017-03-14
67,HK.11048,腾讯法兴七十购A.C,10000,WARRANT,CALL,HK.00700,2016-06-23
68,HK.11051,神码麦银八乙购A.C,10000,WARRANT,CALL,HK.00861,2016-06-23
69,HK.11059,中行海通八八购A.C,1000,WARRANT,CALL,HK.03988,2017-03-14
70,HK.11063,利丰法兴七甲购A.C,2000,WARRANT,CALL,HK.00494,2017-03-14
71,HK.11064,中兴法兴七九购A.C,2000,WARRANT,CALL,HK.00763,2017-03-14
72,HK.11067,国泰瑞信七十购A.C,1000,WARRANT,CALL,HK.00293,2017-03-14
73,HK.11068,江铜法巴八一购A.C,10000,WARRANT,CALL,HK.00358,2017-03-14
74,HK.11071,国信法巴八二购A.C,2000,WARRANT,CALL,HK.00728,2017-03-14
75,HK.11075,海油高盛七七购B.C,1000,WARRANT,CALL,HK.00883,2017-03-14
76,HK.11087,中寿摩通七七购A.C,10000,WARRANT,CALL,HK.02628,2016-06-23
77,HK.11088,国信摩通七甲购A.C,2000,WARRANT,CALL,HK.00728,2017-03-14
78,HK.11096,华地摩通七七购A.C,20000,WARRANT,CALL,HK.01109,2016-06-23
79,HK.11098,恒大摩通七九购A.C,1000,WARRANT,CALL,HK.03333,2017-03-14
80,HK.11099,中企摩通七六沽B.P,10000,WARRANT,PUT,HK.800100,2016-06-23
81,HK.11102,中油摩通七十购A.C,2000,WARRANT,CALL,HK.00857,2017-03-14
82,HK.11108,恒指摩通七十沽C.P,10000,WARRANT,PUT,HK.800000,2017-03-14
83,HK.11112,人保法兴七十购A.C,1000,WARRANT,CALL,HK.01339,2017-03-15
84,HK.11115,恒指高盛七九购C.C,10000,WARRANT,CALL,HK.800000,2017-03-15
85,HK.11116,腾讯瑞信七七购A.C,10000,WARRANT,CALL,HK.00700,2016-06-27
86,HK.11129,海油海通七七购A.C,1000,WARRANT,CALL,HK.00883,2017-03-15
87,HK.11130,招行麦银八八购A.C,5000,WARRANT,CALL,HK.03968,2016-06-27
88,HK.11134,中科麦银八五购A.C,10000,WARRANT,CALL,HK.02357,2016-06-27
89,HK.11141,海油海通七九购A.C,1000,WARRANT,CALL,HK.00883,2017-03-15
90,HK.11154,腾讯高盛七九购A.C,10000,WARRANT,CALL,HK.00700,2016-06-30
91,HK.11157,腾讯高盛七七购A.C,10000,WARRANT,CALL,HK.00700,2016-06-30
92,HK.11160,华能海通七九购A.C,2000,WARRANT,CALL,HK.00902,2017-03-15
93,HK.11162,利丰海通七乙购B.C,2000,WARRANT,CALL,HK.00494,2017-03-15
94,HK.11163,联想海通七七购A.C,2000,WARRANT,CALL,HK.00992,2017-03-15
95,HK.11167,舜光海通七九购A.C,10000,WARRANT,CALL,HK.02382,2017-03-15
96,HK.11186,渣打法兴八八购A.C,5000,WARRANT,CALL,HK.02888,2016-07-04
97,HK.11188,吉利法兴七八购C.C,5000,WARRANT,CALL,HK.00175,2017-03-15
98,HK.11193,吉利法兴七九购C.C,5000,WARRANT,CALL,HK.00175,2017-03-15
99,HK.11196,金软法兴七甲购A.C,10000,WARRANT,CALL,HK.03888,2017-03-15
100,HK.11197,越秀瑞信八二购A.C,2000,WARRANT,CALL,HK.00123,2017-03-15
101,HK.11211,恒大瑞银七九购A.C,1000,WARRANT,CALL,HK.03333,2017-03-15
102,HK.11227,腾讯汇丰七七购A.C,10000,WARRANT,CALL,HK.00700,2016-07-05
103,HK.11228,邮银摩通七十购A.C,1000,WARRANT,CALL,HK.01658,2017-03-15
104,HK.11229,海油法兴七十购A.C,1000,WARRANT,CALL,HK.00883,2017-03-16
105,HK.11234,工行高盛七八购A.C,1000,WARRANT,CALL,HK.01398,2017-03-16
106,HK.11241,国信高盛七九购A.C,2000,WARRANT,CALL,HK.00728,2017-03-16
107,HK.11242,海油瑞信七七购B.C,1000,WARRANT,CALL,HK.00883,2017-03-16
108,HK.11244,恒指摩通七十购D.C,10000,WARRANT,CALL,HK.800000,2017-03-16
109,HK.11249,长和法巴八四购A.C,5000,WARRANT,CALL,HK.00001,2013-12-06
110,HK.11251,中车法巴八乙购A.C,1000,WARRANT,CALL,HK.01766,2013-12-06
111,HK.11252,南中法巴八十购A.C,2000,WARRANT,CALL,HK.02822,2013-12-06
112,HK.11253,A中法巴八十购A.C,1000,WARRANT,CALL,HK.02823,2013-12-06
113,HK.11254,海油摩通七十购A.C,1000,WARRANT,CALL,HK.00883,2017-03-16
114,HK.11259,中证摩通七乙购A.C,5000,WARRANT,CALL,HK.06030,2017-03-16
115,HK.11263,国泰摩通七乙购A.C,10000,WARRANT,CALL,HK.00293,2016-07-05
116,HK.11265,中燃摩通七甲购A.C,20000,WARRANT,CALL,HK.00384,2017-03-16
117,HK.11266,人保摩通七乙购A.C,1000,WARRANT,CALL,HK.01339,2017-03-16
118,HK.11268,中油瑞银七八购A.C,2000,WARRANT,CALL,HK.00857,2017-03-16
119,HK.11269,海油中银七甲沽A.P,10000,WARRANT,PUT,HK.00883,2016-07-06
120,HK.11270,国材瑞银七八购B.C,2000,WARRANT,CALL,HK.03323,2017-03-16
121,HK.11271,复星高盛七八购A.C,5000,WARRANT,CALL,HK.00656,2016-07-06
122,HK.11279,华晨麦银七乙购A.C,20000,WARRANT,CALL,HK.01114,2016-07-06
123,HK.11283,恒指高盛七九沽D.P,10000,WARRANT,PUT,HK.800000,2017-03-17
124,HK.11290,联想麦银七甲购A.C,2000,WARRANT,CALL,HK.00992,2017-03-17
125,HK.11294,长和高盛七六购A.C,50000,WARRANT,CALL,HK.00001,2016-07-06
126,HK.11297,建行中银七八购B.C,1000,WARRANT,CALL,HK.00939,2017-03-17
127,HK.11298,金沙高盛七七购A.C,4000,WARRANT,CALL,HK.01928,2017-03-17
128,HK.11303,港交高盛七乙购B.C,10000,WARRANT,CALL,HK.00388,2017-03-17
129,HK.11304,中寿高盛七九购D.C,10000,WARRANT,CALL,HK.02628,2017-03-17
130,HK.11310,友邦高盛七九购B.C,2000,WARRANT,CALL,HK.01299,2017-03-17
131,HK.11322,渣打法兴七十购A.C,500,WARRANT,CALL,HK.02888,2017-03-17
132,HK.11324,九仓麦银八二购A.C,10000,WARRANT,CALL,HK.00004,2017-03-17
133,HK.11325,中交高盛七七购A.C,10000,WARRANT,CALL,HK.01800,2016-07-07
134,HK.11326,中化瑞银七七购A.C,2000,WARRANT,CALL,HK.00386,2017-03-17
135,HK.11336,中联法兴七乙购A.C,20000,WARRANT,CALL,HK.00762,2015-09-15
136,HK.11339,长地瑞银七九购A.C,5000,WARRANT,CALL,HK.01113,2017-03-17
137,HK.11342,舜光瑞银七九购A.C,10000,WARRANT,CALL,HK.02382,2017-03-17
138,HK.11347,S金瑞银七九购A.C,1000,WARRANT,CALL,HK.02840,2017-03-17
139,HK.11349,建行法巴七八购B.C,1000,WARRANT,CALL,HK.00939,2016-07-11
140,HK.11350,工行法巴七八购B.C,1000,WARRANT,CALL,HK.01398,2016-07-11
141,HK.11363,港交瑞银七乙购B.C,10000,WARRANT,CALL,HK.00388,2017-03-17
142,HK.11364,腾讯瑞信七九购A.C,10000,WARRANT,CALL,HK.00700,2016-07-11
143,HK.11366,吉利汇丰七乙沽D.P,50000,WARRANT,PUT,HK.00175,2017-03-17
144,HK.11368,昆能麦银八七购A.C,20000,WARRANT,CALL,HK.00135,2015-09-15
145,HK.11370,海油麦银七十购C.C,1000,WARRANT,CALL,HK.00883,2017-03-17
146,HK.11376,华源麦银七六购A.C,2000,WARRANT,CALL,HK.00958,2016-07-12
147,HK.11379,神华瑞信七十购B.C,5000,WARRANT,CALL,HK.01088,2017-03-17
148,HK.11395,东亚麦银七六购A.C,2000,WARRANT,CALL,HK.00023,2016-07-12
149,HK.11396,信达麦银七八购A.C,1000,WARRANT,CALL,HK.01359,2016-07-12
150,HK.11401,中证瑞信七乙购B.C,5000,WARRANT,CALL,HK.06030,2017-03-17
151,HK.11402,中油瑞信七八购A.C,2000,WARRANT,CALL,HK.00857,2017-03-17
152,HK.11405,中寿法巴七九购A.C,10000,WARRANT,CALL,HK.02628,2016-07-13
153,HK.11409,广汽法兴八三购A.C,20000,WARRANT,CALL,HK.02238,2016-07-13
154,HK.11414,广汽摩通七八购A.C,20000,WARRANT,CALL,HK.02238,2016-07-13
155,HK.11415,中芯摩通八乙购A.C,500,WARRANT,CALL,HK.00981,2016-07-13
156,HK.11420,港交海通七乙购A.C,10000,WARRANT,CALL,HK.00388,2016-07-14
157,HK.11427,腾讯海通七七购A.C,10000,WARRANT,CALL,HK.00700,2016-07-14
158,HK.11432,中寿海通七九购A.C,10000,WARRANT,CALL,HK.02628,2016-07-14
159,HK.11433,腾讯中银七九购A.C,10000,WARRANT,CALL,HK.00700,2016-07-14
160,HK.11439,吉利瑞银七九购B.C,5000,WARRANT,CALL,HK.00175,2017-03-17
161,HK.11443,神华汇丰七七购A.C,5000,WARRANT,CALL,HK.01088,2016-07-14
162,HK.11447,平安麦银八一沽B.P,5000,WARRANT,PUT,HK.02318,2017-03-17
163,HK.11451,中行法巴七六购A.C,1000,WARRANT,CALL,HK.03988,2016-07-14
164,HK.11454,东风麦银八一购A.C,20000,WARRANT,CALL,HK.00489,2016-07-14
165,HK.11457,广汽麦银七九购A.C,20000,WARRANT,CALL,HK.02238,2016-07-14
166,HK.11461,平安麦银七十沽B.P,5000,WARRANT,PUT,HK.02318,2017-03-17
167,HK.11464,铁建法兴七十购A.C,5000,WARRANT,CALL,HK.01186,2016-07-14
168,HK.11466,吉利摩通八三购A.C,50000,WARRANT,CALL,HK.00175,2017-03-17
169,HK.11472,九仓摩通七十购A.C,10000,WARRANT,CALL,HK.00004,2017-03-17
170,HK.11473,吉利摩通七乙沽B.P,50000,WARRANT,PUT,HK.00175,2017-03-17
171,HK.11481,恒指高盛七八购E.C,10000,WARRANT,CALL,HK.800000,2017-03-17
172,HK.11485,兖煤摩通七乙购A.C,20000,WARRANT,CALL,HK.01171,2016-07-15
173,HK.11492,恒指高盛七十沽A.P,10000,WARRANT,PUT,HK.800000,2017-03-17
174,HK.11497,潍柴法兴七甲购A.C,10000,WARRANT,CALL,HK.02338,2016-07-18
175,HK.11499,汇丰法巴七乙购A.C,4000,WARRANT,CALL,HK.00005,2016-07-18
176,HK.11511,平安高盛七六购C.C,5000,WARRANT,CALL,HK.02318,2017-03-17
177,HK.11517,复星麦银七乙购A.C,5000,WARRANT,CALL,HK.00656,2016-07-19
178,HK.11522,港交高盛七十购A.C,10000,WARRANT,CALL,HK.00388,2017-03-17
179,HK.11523,兖煤法兴八一购A.C,20000,WARRANT,CALL,HK.01171,2016-07-19
180,HK.11528,海油高盛七九购A.C,1000,WARRANT,CALL,HK.00883,2017-03-17
181,HK.11529,中油高盛七七购B.C,2000,WARRANT,CALL,HK.00857,2017-03-17
182,HK.11532,中化高盛七九购A.C,2000,WARRANT,CALL,HK.00386,2017-03-17
183,HK.11536,新保高盛七六购A.C,1000,WARRANT,CALL,HK.01336,2016-07-19
184,HK.11541,中海法兴七十沽A.P,20000,WARRANT,PUT,HK.00688,2017-03-20
185,HK.11542,吉利中银八二购B.C,50000,WARRANT,CALL,HK.00175,2017-03-20
186,HK.11544,吉利汇丰八一购A.C,50000,WARRANT,CALL,HK.00175,2017-03-20
187,HK.11548,世茂麦银八甲购A.C,5000,WARRANT,CALL,HK.00813,2017-03-20
188,HK.11554,碧桂麦银七乙购A.C,1000,WARRANT,CALL,HK.02007,2017-03-20
189,HK.11557,信行法巴八七购A.C,1000,WARRANT,CALL,HK.00998,2017-03-20
190,HK.11559,中车汇丰七九购A.C,1000,WARRANT,CALL,HK.01766,2016-07-20
191,HK.11565,友邦法巴八十购A.C,2000,WARRANT,CALL,HK.01299,2017-03-20
192,HK.11581,利丰法巴八七购A.C,2000,WARRANT,CALL,HK.00494,2017-03-20
193,HK.11584,银河法巴八一购B.C,10000,WARRANT,CALL,HK.00027,2017-03-20
194,HK.11585,昆能法兴八七购A.C,20000,WARRANT,CALL,HK.00135,2016-07-21
195,HK.11586,光大麦银七七购A.C,20000,WARRANT,CALL,HK.00165,2016-07-21
196,HK.11588,港交法兴七六购A.C,10000,WARRANT,CALL,HK.00388,2015-09-17
197,HK.11589,联想法巴七六购A.C,2000,WARRANT,CALL,HK.00992,2016-07-21
198,HK.11590,恒H法巴七十购A.C,2000,WARRANT,CALL,HK.02828,2017-03-20
199,HK.11592,神华瑞信七六购A.C,5000,WARRANT,CALL,HK.01088,2016-07-21
200,HK.11596,南航麦银九六购A.C,20000,WARRANT,CALL,HK.01055,2016-07-21
201,HK.11603,恒大法兴七十购B.C,1000,WARRANT,CALL,HK.03333,2017-03-20
202,HK.11606,兖煤法兴七九购A.C,2000,WARRANT,CALL,HK.01171,2015-09-17
203,HK.11609,吉利瑞信八二购A.C,5000,WARRANT,CALL,HK.00175,2017-03-20
204,HK.11612,碧桂摩通七十购B.C,1000,WARRANT,CALL,HK.02007,2017-03-20
205,HK.11614,腾讯高盛七九沽E.P,10000,WARRANT,PUT,HK.00700,2017-03-20
206,HK.11616,建行高盛七七购D.C,1000,WARRANT,CALL,HK.00939,2017-03-20
207,HK.11627,建行高盛七八购C.C,1000,WARRANT,CALL,HK.00939,2017-03-20
208,HK.11632,长和瑞银七六购B.C,5000,WARRANT,CALL,HK.00001,2015-09-17
209,HK.11637,中移高盛七七购C.C,5000,WARRANT,CALL,HK.00941,2017-03-20
210,HK.11641,中移高盛七八购A.C,5000,WARRANT,CALL,HK.00941,2017-03-20
211,HK.11643,中移摩通八六沽A.P,50000,WARRANT,PUT,HK.00941,2016-07-22
212,HK.11666,汇丰海通七六沽A.P,4000,WARRANT,PUT,HK.00005,2016-07-26
213,HK.11673,建行海通七九购A.C,1000,WARRANT,CALL,HK.00939,2016-07-26
214,HK.11674,中移海通七六购A.C,5000,WARRANT,CALL,HK.00941,2016-07-26
215,HK.11675,中移海通七六沽B.P,5000,WARRANT,PUT,HK.00941,2016-07-26
216,HK.11677,比迪海通八乙购A.C,5000,WARRANT,CALL,HK.01211,2016-07-26
217,HK.11678,金软瑞银七十购A.C,10000,WARRANT,CALL,HK.03888,2017-03-20
218,HK.11679,中兴瑞银七甲购A.C,2000,WARRANT,CALL,HK.00763,2017-03-20
219,HK.11681,中银海通七六沽A.P,5000,WARRANT,PUT,HK.02388,2016-07-26
220,HK.11686,南中麦银八十购A.C,2000,WARRANT,CALL,HK.02822,2016-07-26
221,HK.11687,腾讯中银七九购B.C,10000,WARRANT,CALL,HK.00700,2016-07-26
222,HK.11690,盈富法兴八一购A.C,5000,WARRANT,CALL,HK.02800,2016-07-26
223,HK.11692,中寿法兴七十购A.C,10000,WARRANT,CALL,HK.02628,2016-07-26
224,HK.11694,工行瑞银七十购A.C,1000,WARRANT,CALL,HK.01398,2017-03-20
225,HK.11696,汇丰瑞银七七购C.C,4000,WARRANT,CALL,HK.00005,2017-03-20
226,HK.11703,中信高盛七乙购A.C,1000,WARRANT,CALL,HK.00267,2016-07-26
227,HK.11713,瑞声麦银七六购A.C,5000,WARRANT,CALL,HK.02018,2016-07-26
228,HK.11714,联想麦银八五购A.C,20000,WARRANT,CALL,HK.00992,2015-09-21
229,HK.11716,招行摩通七六购A.C,5000,WARRANT,CALL,HK.03968,2016-07-26
230,HK.11718,恒大瑞银七九购B.C,1000,WARRANT,CALL,HK.03333,2017-03-20
231,HK.11721,南中汇丰八九购A.C,2000,WARRANT,CALL,HK.02822,2016-07-27
232,HK.11722,工行汇丰七七购A.C,1000,WARRANT,CALL,HK.01398,2016-07-27
233,HK.11728,建行瑞银七七购B.C,1000,WARRANT,CALL,HK.00939,2017-03-20
234,HK.11761,海通麦银七九购A.C,4000,WARRANT,CALL,HK.06837,2016-07-28
235,HK.11763,神华麦银七甲购A.C,5000,WARRANT,CALL,HK.01088,2016-07-28
236,HK.11766,银证麦银八八购A.C,5000,WARRANT,CALL,HK.06881,2016-07-28
237,HK.11776,海油汇丰八七购A.C,10000,WARRANT,CALL,HK.00883,2015-09-22
238,HK.11779,中移瑞银八六沽A.P,50000,WARRANT,PUT,HK.00941,2016-07-28
239,HK.11783,瑞声中银七甲购A.C,5000,WARRANT,CALL,HK.02018,2017-03-21
240,HK.11787,招行法兴七九购A.C,5000,WARRANT,CALL,HK.03968,2016-07-29
241,HK.11794,腾讯麦银七十购D.C,1000,WARRANT,CALL,HK.00700,2017-03-21
242,HK.11795,中移法兴八七沽A.P,50000,WARRANT,PUT,HK.00941,2016-07-29
243,HK.11799,瑞声摩通八八购A.C,5000,WARRANT,CALL,HK.02018,2016-07-29
244,HK.11805,国航摩通七甲购A.C,20000,WARRANT,CALL,HK.00753,2016-07-29
245,HK.11806,海田摩通七甲购A.C,20000,WARRANT,CALL,HK.02883,2016-07-29
246,HK.11807,金软麦银七乙购A.C,10000,WARRANT,CALL,HK.03888,2017-03-21
247,HK.11808,光大摩通七六购A.C,20000,WARRANT,CALL,HK.00165,2016-07-29
248,HK.11809,汇丰麦银七甲购B.C,4000,WARRANT,CALL,HK.00005,2017-03-21
249,HK.11818,东风麦银七乙购A.C,20000,WARRANT,CALL,HK.00489,2016-08-01
250,HK.11820,广汽麦银七甲购A.C,20000,WARRANT,CALL,HK.02238,2016-08-01
251,HK.11841,吉利麦银八七购A.C,50000,WARRANT,CALL,HK.00175,2017-03-21
252,HK.11842,永利麦银七十购A.C,4000,WARRANT,CALL,HK.01128,2016-08-02
253,HK.11848,华晨麦银八六购A.C,20000,WARRANT,CALL,HK.01114,2017-03-21
254,HK.11864,中化麦银七乙沽A.P,2000,WARRANT,PUT,HK.00386,2017-03-21
255,HK.11865,中行瑞银七八购C.C,1000,WARRANT,CALL,HK.03988,2017-03-21
256,HK.11870,海油法巴八六购A.C,10000,WARRANT,CALL,HK.00883,2016-08-03
257,HK.11871,神华法巴七六购A.C,5000,WARRANT,CALL,HK.01088,2016-08-03
258,HK.11875,东风汇丰七九购A.C,20000,WARRANT,CALL,HK.00489,2016-08-03
259,HK.11877,中银汇丰七七购A.C,5000,WARRANT,CALL,HK.02388,2016-08-03
260,HK.11879,银河瑞银七六购B.C,10000,WARRANT,CALL,HK.00027,2017-03-21
261,HK.11885,金沙瑞银七八购A.C,4000,WARRANT,CALL,HK.01928,2017-03-21
262,HK.11888,农行瑞银七十购A.C,1000,WARRANT,CALL,HK.01288,2017-03-21
263,HK.11889,中兴瑞信七乙购A.C,2000,WARRANT,CALL,HK.00763,2017-03-21
264,HK.11890,信义麦银八九购A.C,20000,WARRANT,CALL,HK.00868,2016-08-03
265,HK.11898,中行高盛七九购B.C,1000,WARRANT,CALL,HK.03988,2017-03-21
266,HK.11900,工行高盛七十购A.C,1000,WARRANT,CALL,HK.01398,2017-03-21
267,HK.11904,中移麦银八一沽A.P,5000,WARRANT,PUT,HK.00941,2017-03-22
268,HK.11907,中寿麦银七十购A.C,1000,WARRANT,CALL,HK.02628,2017-03-22
269,HK.11910,腾讯海通七九购B.C,10000,WARRANT,CALL,HK.00700,2016-08-04
270,HK.11913,威高麦银零二购A.C,40000,WARRANT,CALL,HK.01066,2017-03-22
271,HK.11916,港铁海通七六沽A.P,5000,WARRANT,PUT,HK.00066,2016-08-04
272,HK.11917,平安麦银七十购C.C,5000,WARRANT,CALL,HK.02318,2017-03-22
273,HK.11921,紫金麦银七六购A.C,2000,WARRANT,CALL,HK.02899,2016-08-04
274,HK.11922,中海麦银七八购A.C,20000,WARRANT,CALL,HK.00688,2016-08-04
275,HK.11923,东风法兴七乙购A.C,20000,WARRANT,CALL,HK.00489,2016-08-04
276,HK.11930,百丽麦银九七购A.C,10000,WARRANT,CALL,HK.01880,2016-08-04
277,HK.11931,周福麦银九二购A.C,2000,WARRANT,CALL,HK.01929,2016-08-04
278,HK.11937,金隅麦银七九购A.C,1000,WARRANT,CALL,HK.02009,2016-08-05
279,HK.11939,盈富法兴七六沽A.P,5000,WARRANT,PUT,HK.02800,2016-08-05
280,HK.11941,邮银麦银七乙购A.C,1000,WARRANT,CALL,HK.01658,2017-03-22
281,HK.11947,光大瑞信七六购A.C,2000,WARRANT,CALL,HK.00165,2016-08-05
282,HK.11954,盈富摩通七甲沽A.P,5000,WARRANT,PUT,HK.02800,2016-08-05
283,HK.11957,润电麦银八七购A.C,20000,WARRANT,CALL,HK.00836,2017-03-22
284,HK.11960,中寿汇丰七七购A.C,10000,WARRANT,CALL,HK.02628,2016-08-08
285,HK.11961,富力瑞信七八购A.C,4000,WARRANT,CALL,HK.02777,2017-03-22
286,HK.11962,建行汇丰七七购A.C,1000,WARRANT,CALL,HK.00939,2016-08-08
287,HK.11974,长汽高盛七八购A.C,5000,WARRANT,CALL,HK.02333,2016-08-08
288,HK.11979,恒指摩通八九沽A.P,10000,WARRANT,PUT,HK.800000,2017-03-22
289,HK.11981,恒指摩通八五沽A.P,10000,WARRANT,PUT,HK.800000,2017-03-22
290,HK.11982,招金摩通七六购A.C,5000,WARRANT,CALL,HK.01818,2016-08-08
291,HK.11985,恒指摩通八三购A.C,10000,WARRANT,CALL,HK.800000,2017-03-22
292,HK.11989,上石海通七六购A.C,2000,WARRANT,CALL,HK.00338,2016-08-10
293,HK.11990,江铜海通七甲购A.C,10000,WARRANT,CALL,HK.00358,2016-08-10
294,HK.11991,海尔海通七十购A.C,10000,WARRANT,CALL,HK.01169,2016-08-10
295,HK.11992,招金海通七十购A.C,5000,WARRANT,CALL,HK.01818,2016-08-10
296,HK.11993,国材海通七八购A.C,2000,WARRANT,CALL,HK.03323,2016-08-10
297,HK.12000,中寿麦银八三购A.C,10000,WARRANT,CALL,HK.02628,2016-08-10
298,HK.12101,中油摩通七八购A.C,2000,WARRANT,CALL,HK.00857,2017-03-22
299,HK.12103,长和摩通七十沽A.P,5000,WARRANT,PUT,HK.00001,2017-03-22
300,HK.12104,平安麦银七七沽A.P,5000,WARRANT,PUT,HK.02318,2016-08-10
